,SPY,QQQ
Ticker,SPY,QQQ
Date,,
2015-03-26,205.27000427246094,105.0999984741211
2015-03-27,205.74000549316406,105.5199966430664
2015-03-30,208.25,106.7300033569336
2015-03-31,206.42999267578125,105.5999984741211
2015-04-01,205.6999969482422,105.05000305175781
2015-04-02,206.44000244140625,105.12000274658203
2015-04-06,207.8300018310547,105.9800033569336
2015-04-07,207.27999877929688,105.80000305175781
2015-04-08,207.97999572753906,106.63999938964844
2015-04-09,208.89999389648438,107.30999755859375
2015-04-10,210.0399932861328,107.75
2015-04-13,209.08999633789062,107.4800033569336
2015-04-14,209.49000549316406,107.16999816894531
2015-04-15,210.42999267578125,107.83999633789062
2015-04-16,210.3699951171875,107.69000244140625
2015-04-17,207.9499969482422,106.01000213623047
2015-04-20,209.85000610351562,107.5999984741211
2015-04-21,209.60000610351562,108.05999755859375
2015-04-22,210.6300048828125,108.6500015258789
2015-04-23,211.16000366210938,109.05999755859375
2015-04-24,211.64999389648438,110.54000091552734
2015-04-27,210.77000427246094,110.26000213623047
2015-04-28,211.44000244140625,110.04000091552734
2015-04-29,210.57000732421875,109.3499984741211
2015-04-30,208.4600067138672,107.62999725341797
2015-05-01,210.72000122070312,109.05000305175781
2015-05-04,211.32000732421875,109.2300033569336
2015-05-05,208.89999389648438,107.44999694824219
2015-05-06,208.0399932861328,106.70999908447266
2015-05-07,208.8699951171875,107.3499984741211
2015-05-08,211.6199951171875,108.69000244140625
2015-05-11,210.61000061035156,108.2699966430664
2015-05-12,209.97999572753906,107.77999877929688
2015-05-13,210.02000427246094,108.0
2015-05-14,212.2100067138672,109.58000183105469
2015-05-15,212.44000244140625,109.58000183105469
2015-05-18,213.10000610351562,110.05999755859375
2015-05-19,213.02999877929688,109.94000244140625
2015-05-20,212.8800048828125,110.01000213623047
2015-05-21,213.5,110.58000183105469
2015-05-22,212.99000549316406,110.47000122070312
2015-05-26,210.6999969482422,109.19999694824219
2015-05-27,212.6999969482422,110.95999908447266
2015-05-28,212.4600067138672,110.70999908447266
2015-05-29,211.13999938964844,110.05000305175781
2015-06-01,211.57000732421875,110.41999816894531
2015-06-02,211.36000061035156,110.06999969482422
2015-06-03,211.9199981689453,110.4000015258789
2015-06-04,210.1300048828125,109.55999755859375
2015-06-05,209.77000427246094,109.30000305175781
2015-06-08,208.47999572753906,108.19000244140625
2015-06-09,208.4499969482422,108.01000213623047
2015-06-10,210.9499969482422,109.48999786376953
2015-06-11,211.6300048828125,109.6500015258789
2015-06-12,210.00999450683594,108.75
2015-06-15,209.11000061035156,108.20999908447266
2015-06-16,210.25,108.80000305175781
2015-06-17,210.58999633789062,109.0999984741211
2015-06-18,212.77999877929688,110.69000244140625
2015-06-19,210.80999755859375,109.88999938964844
2015-06-22,211.88999938964844,110.69999694824219
2015-06-23,212.0399932861328,110.79000091552734
2015-06-24,210.5,110.22000122070312
2015-06-25,209.86000061035156,110.0
2015-06-26,209.82000732421875,109.2699966430664
2015-06-29,205.4199981689453,106.69000244140625
2015-06-30,205.85000610351562,107.06999969482422
2015-07-01,207.5,107.91999816894531
2015-07-02,207.30999755859375,107.94999694824219
2015-07-06,206.72000122070312,107.69999694824219
2015-07-07,208.02000427246094,107.97000122070312
2015-07-08,204.52999877929688,106.08999633789062
2015-07-09,204.89999389648438,106.02999877929688
2015-07-10,207.47999572753906,107.6500015258789
2015-07-13,209.77000427246094,109.54000091552734
2015-07-14,210.67999267578125,110.26000213623047
2015-07-15,210.61000061035156,110.37999725341797
2015-07-16,212.3000030517578,111.94000244140625
2015-07-17,212.47999572753906,113.58999633789062
2015-07-20,212.58999633789062,113.9800033569336
2015-07-21,211.75,113.91000366210938
2015-07-22,211.3699951171875,112.62000274658203
2015-07-23,210.17999267578125,112.19999694824219
2015-07-24,208.0,111.0999984741211
2015-07-27,206.7899932861328,110.18000030517578
2015-07-28,209.3300018310547,111.12999725341797
2015-07-29,210.77000427246094,111.55000305175781
2015-07-30,210.82000732421875,112.08000183105469
2015-07-31,210.5,111.94999694824219
2015-08-03,209.7899932861328,111.5999984741211
2015-08-04,209.3800048828125,111.38999938964844
2015-08-05,210.07000732421875,112.25
2015-08-06,208.35000610351562,110.44999694824219
2015-08-07,207.9499969482422,110.30999755859375
2015-08-10,210.57000732421875,111.56999969482422
2015-08-11,208.6699981689453,110.13999938964844
2015-08-12,208.9199981689453,110.5199966430664
2015-08-13,208.66000366210938,110.33999633789062
2015-08-14,209.4199981689453,110.51000213623047
2015-08-17,210.58999633789062,111.43000030517578
2015-08-18,209.97999572753906,110.86000061035156
2015-08-19,208.32000732421875,110.12999725341797
2015-08-20,203.97000122070312,107.08000183105469
2015-08-21,197.8300018310547,102.4000015258789
2015-08-24,189.5,98.45999908447266
2015-08-25,187.27000427246094,98.08999633789062
2015-08-26,194.4600067138672,103.02999877929688
2015-08-27,199.27000427246094,105.63999938964844
2015-08-28,199.27999877929688,105.62000274658203
2015-08-31,197.6699981689453,104.30999755859375
2015-09-01,191.77000427246094,101.05000305175781
2015-09-02,195.41000366210938,103.9000015258789
2015-09-03,195.5500030517578,103.38999938964844
2015-09-04,192.58999633789062,102.16000366210938
2015-09-08,197.42999267578125,105.04000091552734
2015-09-09,194.7899932861328,103.86000061035156
2015-09-10,195.85000610351562,104.98999786376953
2015-09-11,196.74000549316406,105.56999969482422
2015-09-14,196.00999450683594,105.25
2015-09-15,198.4600067138672,106.48999786376953
2015-09-16,200.17999267578125,107.08999633789062
2015-09-17,199.72999572753906,107.12999725341797
2015-09-18,195.4499969482422,105.3499984741211
2015-09-21,196.4600067138672,105.68000030517578
2015-09-22,193.91000366210938,104.0999984741211
2015-09-23,193.60000610351562,104.18000030517578
2015-09-24,192.89999389648438,103.80000305175781
2015-09-25,192.85000610351562,102.91999816894531
2015-09-28,188.00999450683594,99.98999786376953
2015-09-29,188.1199951171875,99.47000122070312
2015-09-30,191.6300048828125,101.76000213623047
2015-10-01,192.1300048828125,102.22000122070312
2015-10-02,195.0,104.01000213623047
2015-10-05,198.47000122070312,105.5
2015-10-06,197.7899932861328,105.0
2015-10-07,199.41000366210938,105.62999725341797
2015-10-08,201.2100067138672,106.05000305175781
2015-10-09,201.3300018310547,106.52999877929688
2015-10-12,201.52000427246094,106.79000091552734
2015-10-13,200.25,106.0999984741211
2015-10-14,199.2899932861328,105.93000030517578
2015-10-15,202.35000610351562,107.66999816894531
2015-10-16,203.27000427246094,108.12000274658203
2015-10-19,203.3699951171875,108.73999786376953
2015-10-20,203.11000061035156,108.18000030517578
2015-10-21,201.85000610351562,107.5199966430664
2015-10-22,205.25999450683594,109.70999908447266
2015-10-23,207.50999450683594,112.77999877929688
2015-10-26,207.0,112.8499984741211
2015-10-27,206.60000610351562,113.08000183105469
2015-10-28,208.9499969482422,114.0199966430664
2015-10-29,208.8300018310547,113.83999633789062
2015-10-30,207.92999267578125,113.33000183105469
2015-11-02,210.38999938964844,114.61000061035156
2015-11-03,211.0,115.01000213623047
2015-11-04,210.36000061035156,115.0199966430664
2015-11-05,210.14999389648438,114.70999908447266
2015-11-06,210.0399932861328,114.79000091552734
2015-11-09,208.0800018310547,113.56999969482422
2015-11-10,208.55999755859375,113.27999877929688
2015-11-11,207.74000549316406,113.13999938964844
2015-11-12,204.83999633789062,112.04000091552734
2015-11-13,202.5399932861328,109.83999633789062
2015-11-16,205.6199951171875,111.41999816894531
2015-11-17,205.47000122070312,111.48999786376953
2015-11-18,208.72999572753906,113.62999725341797
2015-11-19,208.5500030517578,113.70999908447266
2015-11-20,209.30999755859375,114.4800033569336
2015-11-23,209.07000732421875,114.1500015258789
2015-11-24,209.35000610351562,114.05000305175781
2015-11-25,209.32000732421875,114.1500015258789
2015-11-27,209.55999755859375,114.30999755859375
2015-11-30,208.69000244140625,114.0199966430664
2015-12-01,210.67999267578125,115.16000366210938
2015-12-02,208.52999877929688,114.44999694824219
2015-12-03,205.61000061035156,112.51000213623047
2015-12-04,209.6199951171875,115.13999938964844
2015-12-07,208.35000610351562,114.62000274658203
2015-12-08,206.9499969482422,114.62999725341797
2015-12-09,205.33999633789062,112.88999938964844
2015-12-10,205.8699951171875,113.4000015258789
2015-12-11,201.8800048828125,110.79000091552734
2015-12-14,202.89999389648438,111.62999725341797
2015-12-15,205.02999877929688,112.30999755859375
2015-12-16,208.02999877929688,113.9800033569336
2015-12-17,204.86000061035156,112.31999969482422
2015-12-18,200.02000427246094,109.83000183105469
2015-12-21,201.6699981689453,111.05000305175781
2015-12-22,203.5,111.77999877929688
2015-12-23,206.02000427246094,112.61000061035156
2015-12-24,205.67999267578125,112.58999633789062
2015-12-28,205.2100067138672,112.52999877929688
2015-12-29,207.39999389648438,114.30000305175781
2015-12-30,205.92999267578125,113.2699966430664
2015-12-31,203.8699951171875,111.86000061035156
2016-01-04,201.02000427246094,109.5
2016-01-05,201.36000061035156,109.30999755859375
2016-01-06,198.82000732421875,108.26000213623047
2016-01-07,194.0500030517578,104.87000274658203
2016-01-08,191.9199981689453,104.01000213623047
2016-01-11,192.11000061035156,104.33000183105469
2016-01-12,193.66000366210938,105.54000091552734
2016-01-13,188.8300018310547,101.9000015258789
2016-01-14,191.92999267578125,104.06999969482422
2016-01-15,187.80999755859375,100.83999633789062
2016-01-19,188.05999755859375,101.05999755859375
2016-01-20,185.64999389648438,100.75
2016-01-21,186.69000244140625,100.8499984741211
2016-01-22,190.52000427246094,103.7699966430664
2016-01-25,187.63999938964844,102.2300033569336
2016-01-26,190.1999969482422,103.1500015258789
2016-01-27,188.1300048828125,100.58000183105469
2016-01-28,189.11000061035156,102.0
2016-01-29,193.72000122070312,104.12999725341797
2016-02-01,193.64999389648438,104.41000366210938
2016-02-02,190.16000366210938,102.1500015258789
2016-02-03,191.3000030517578,101.66000366210938
2016-02-04,191.60000610351562,101.6500015258789
2016-02-05,187.9499969482422,98.12000274658203
2016-02-08,185.4199981689453,96.62000274658203
2016-02-09,185.42999267578125,96.31999969482422
2016-02-10,185.27000427246094,96.69000244140625
2016-02-11,182.86000061035156,96.55000305175781
2016-02-12,186.6300048828125,98.0199966430664
2016-02-16,189.77999877929688,100.2300033569336
2016-02-17,192.8800048828125,102.5
2016-02-18,192.08999633789062,101.33000183105469
2016-02-19,192.0,101.62999725341797
2016-02-22,194.77999877929688,103.27999877929688
2016-02-23,192.32000732421875,101.58000183105469
2016-02-24,193.1999969482422,102.55000305175781
2016-02-25,195.5399932861328,103.55999755859375
2016-02-26,195.08999633789062,103.43000030517578
2016-02-29,193.55999755859375,102.5
2016-03-01,198.11000061035156,105.79000091552734
2016-03-02,199.0,105.83000183105469
2016-03-03,199.77999877929688,105.62999725341797
2016-03-04,200.42999267578125,105.66999816894531
2016-03-07,200.58999633789062,105.0199966430664
2016-03-08,198.39999389648438,104.1500015258789
2016-03-09,199.3800048828125,104.81999969482422
2016-03-10,199.5399932861328,104.66000366210938
2016-03-11,202.75999450683594,106.48999786376953
2016-03-14,202.5,106.66999816894531
2016-03-15,202.1699981689453,106.62999725341797
2016-03-16,203.33999633789062,107.58000183105469
2016-03-17,204.6300048828125,107.5199966430664
2016-03-18,204.3800048828125,107.37000274658203
2016-03-21,204.6699981689453,107.79000091552734
2016-03-22,204.55999755859375,108.12000274658203
2016-03-23,203.2100067138672,107.2300033569336
2016-03-24,203.1199951171875,107.26000213623047
2016-03-28,203.24000549316406,107.11000061035156
2016-03-29,205.1199951171875,108.83000183105469
2016-03-30,206.02000427246094,109.36000061035156
2016-03-31,205.52000427246094,109.19999694824219
2016-04-01,206.9199981689453,110.36000061035156
2016-04-04,206.25,109.94000244140625
2016-04-05,204.19000244140625,108.87999725341797
2016-04-06,206.4199981689453,110.66999816894531
2016-04-07,203.9499969482422,109.08000183105469
2016-04-08,204.5,109.0
2016-04-11,204.02000427246094,108.5999984741211
2016-04-12,205.9199981689453,109.51000213623047
2016-04-13,208.0,110.91000366210938
2016-04-14,208.00999450683594,110.91999816894531
2016-04-15,207.77999877929688,110.63999938964844
2016-04-18,209.24000549316406,111.2300033569336
2016-04-19,209.89999389648438,110.55000305175781
2016-04-20,210.10000610351562,110.63999938964844
2016-04-21,208.97000122070312,110.6500015258789
2016-04-22,208.97000122070312,108.9800033569336
2016-04-25,208.61000061035156,108.9800033569336
2016-04-26,208.9199981689453,108.44999694824219
2016-04-27,209.35000610351562,107.58000183105469
2016-04-28,207.4499969482422,106.27999877929688
2016-04-29,206.3300018310547,105.72000122070312
2016-05-02,207.97000122070312,106.72000122070312
2016-05-03,206.16000366210938,105.7300033569336
2016-05-04,205.00999450683594,105.05000305175781
2016-05-05,204.97000122070312,105.0199966430664
2016-05-06,205.72000122070312,105.58000183105469
2016-05-09,205.88999938964844,105.87999725341797
2016-05-10,208.4499969482422,107.33000183105469
2016-05-11,206.5,106.36000061035156
2016-05-12,206.55999755859375,105.88999938964844
2016-05-13,204.75999450683594,105.5
2016-05-16,206.77999877929688,106.81999969482422
2016-05-17,204.85000610351562,105.4800033569336
2016-05-18,204.91000366210938,105.86000061035156
2016-05-19,204.1999969482422,105.30999755859375
2016-05-20,205.49000549316406,106.47000122070312
2016-05-23,205.2100067138672,106.33000183105469
2016-05-24,207.8699951171875,108.45999908447266
2016-05-25,209.27999877929688,109.23999786376953
2016-05-26,209.33999633789062,109.55999755859375
2016-05-27,210.24000549316406,110.12999725341797
2016-05-31,209.83999633789062,110.33999633789062
2016-06-01,210.27000427246094,110.3499984741211
2016-06-02,210.91000366210938,110.58000183105469
2016-06-03,210.27999877929688,110.05999755859375
2016-06-06,211.35000610351562,110.45999908447266
2016-06-07,211.67999267578125,110.18000030517578
2016-06-08,212.3699951171875,110.37000274658203
2016-06-09,212.0800018310547,110.19000244140625
2016-06-10,210.07000732421875,108.94000244140625
2016-06-13,208.4499969482422,108.02999877929688
2016-06-14,208.0399932861328,108.02999877929688
2016-06-15,207.75,107.72000122070312
2016-06-16,208.3699951171875,108.04000091552734
2016-06-17,206.52000427246094,106.48999786376953
2016-06-20,207.85000610351562,107.16000366210938
2016-06-21,208.44000244140625,107.5
2016-06-22,208.10000610351562,107.23999786376953
2016-06-23,210.80999755859375,108.7699966430664
2016-06-24,203.24000549316406,104.29000091552734
2016-06-27,199.60000610351562,102.22000122070312
2016-06-28,203.1999969482422,104.45999908447266
2016-06-29,206.66000366210938,106.30999755859375
2016-06-30,209.47999572753906,107.54000091552734
2016-07-01,209.9199981689453,108.08000183105469
2016-07-05,208.41000366210938,107.41999816894531
2016-07-06,209.66000366210938,108.30000305175781
2016-07-07,209.52999877929688,108.62000274658203
2016-07-08,212.64999389648438,110.30000305175781
2016-07-11,213.39999389648438,110.93000030517578
2016-07-12,214.9499969482422,111.48999786376953
2016-07-13,214.9199981689453,111.22000122070312
2016-07-14,216.1199951171875,111.9800033569336
2016-07-15,215.8300018310547,111.80000305175781
2016-07-18,216.41000366210938,112.54000091552734
2016-07-19,216.19000244140625,112.12999725341797
2016-07-20,217.08999633789062,113.44000244140625
2016-07-21,216.27000427246094,113.18000030517578
2016-07-22,217.24000549316406,113.6500015258789
2016-07-25,216.64999389648438,113.66000366210938
2016-07-26,216.75,113.79000091552734
2016-07-27,216.52000427246094,114.58000183105469
2016-07-28,216.77000427246094,114.9800033569336
2016-07-29,217.1199951171875,115.2300033569336
2016-08-01,216.94000244140625,115.83999633789062
2016-08-02,215.5500030517578,114.95999908447266
2016-08-03,216.17999267578125,115.33999633789062
2016-08-04,216.41000366210938,115.66999816894531
2016-08-05,218.17999267578125,116.77999877929688
2016-08-08,218.0500030517578,116.6500015258789
2016-08-09,218.17999267578125,116.91999816894531
2016-08-10,217.63999938964844,116.62000274658203
2016-08-11,218.64999389648438,117.12000274658203
2016-08-12,218.4600067138672,117.19999694824219
2016-08-15,219.08999633789062,117.69999694824219
2016-08-16,217.9600067138672,117.05000305175781
2016-08-17,218.3699951171875,117.26000213623047
2016-08-18,218.86000061035156,117.29000091552734
2016-08-19,218.5399932861328,117.26000213623047
2016-08-22,218.52999877929688,117.3499984741211
2016-08-23,218.97000122070312,117.55999755859375
2016-08-24,217.85000610351562,116.80000305175781
2016-08-25,217.6999969482422,116.61000061035156
2016-08-26,217.2899932861328,116.77999877929688
2016-08-29,218.36000061035156,116.94000244140625
2016-08-30,218.0,116.55999755859375
2016-08-31,217.3800048828125,116.44000244140625
2016-09-01,217.38999938964844,116.73999786376953
2016-09-02,218.3699951171875,117.12000274658203
2016-09-06,219.02999877929688,117.8499984741211
2016-09-07,219.00999450683594,117.91999816894531
2016-09-08,218.50999450683594,117.2300033569336
2016-09-09,213.27999877929688,114.27999877929688
2016-09-12,216.33999633789062,116.33000183105469
2016-09-13,213.22999572753906,115.29000091552734
2016-09-14,213.14999389648438,115.83999633789062
2016-09-15,215.27999877929688,117.63999938964844
2016-09-16,213.3699951171875,117.29000091552734
2016-09-19,213.41000366210938,116.77999877929688
2016-09-20,213.4199981689453,117.0
2016-09-21,215.82000732421875,118.1500015258789
2016-09-22,217.17999267578125,119.08999633789062
2016-09-23,215.99000549316406,118.33000183105469
2016-09-26,214.24000549316406,117.33999633789062
2016-09-27,215.57000732421875,118.5
2016-09-28,216.63999938964844,118.69999694824219
2016-09-29,214.67999267578125,117.83999633789062
2016-09-30,216.3000030517578,118.72000122070312
2016-10-03,215.77999877929688,118.55000305175781
2016-10-04,214.67999267578125,118.37000274658203
2016-10-05,215.6300048828125,118.79000091552734
2016-10-06,215.77999877929688,118.7300033569336
2016-10-07,215.0399932861328,118.47000122070312
2016-10-10,216.16000366210938,119.22000122070312
2016-10-11,213.42999267578125,117.5199966430664
2016-10-12,213.7100067138672,117.41999816894531
2016-10-13,213.00999450683594,117.0
2016-10-14,213.1199951171875,117.13999938964844
2016-10-17,212.3800048828125,116.81999969482422
2016-10-18,213.7100067138672,117.86000061035156
2016-10-19,214.27999877929688,117.8499984741211
2016-10-20,213.8800048828125,117.70999908447266
2016-10-21,213.97999572753906,118.1500015258789
2016-10-24,214.88999938964844,119.56999969482422
2016-10-25,214.1699981689453,119.19000244140625
